business_id,business_overall_stars,business_name,user_name,version,review_stars,text
2.02E+13,1.8,Philips Hue,KJensen731,2.8.0,1,"This app is NOTHING compared to the first generation. I loved that app, it was simple, the setting were easier to use, I could set each light in a Photo Scene to the exact light recipe I needed/wanted... now everything I loved and enjoyed about Philips Hue & Friends is gone. Only reason why I still use this is because I have invested to much money not to. Thanks a lot Phillips for taking my money and leaving me with nothing but regret. I've have these lights since the day they hit the shelfs so I have. Wen there with you for every update and not once have I complained until you took away my first gen app."
2.02E+13,1.8,Philips Hue,Rafahell,2.8.0,1,"Awful app. Takes a life to send any command to the lights, crashs all the time. The lights are a totally waste os money. Philips used to be a reliable company, right now is no better than any cheap Chinese electronic."
2.02E+13,1.8,Philips Hue,"9$/7108!,:9:/'an",2.8.0,1,"Ever since I upgrade to the new app, nothing works right. I have to reset my color scheme every night because it resets all by itself to plain white light.  Also not very user friendly navigation within. Spent a lot of money on these lights, and the app needs to work for them to work properly. Fix your app."
2.02E+13,1.8,Philips Hue,KirstieBallance,2.8.0,5,Massively better than the first iteration. If I had one complaint it would be that the sensor schedule only allows for day/night so 6:30 in the morning on Monday behaves the same as Saturday... for a night light that's a wee bit annoying.
2.02E+13,1.8,Philips Hue,Musiccproducer,2.8.0,1,"I loved the first app, why did you guys downgrade! I went on your website on how to create scenes and it is no where to be found! Someone help! Look at all these negative reviews! Get on it Philips or I'm not recommending you to anyone!"
2.02E+13,1.8,Philips Hue,Alex355753,2.8.0,2,"Like the app. Easy to manipulate lighting . Very frustrating that my phone does not recognize the bridge from time to time . I e deleted and re downloaded the app multiple times , even powered off my bridge and still nothing! The developers need to fix this asap!"
2.02E+13,1.8,Philips Hue,scott-in-columbus,2.8.0,1,"Doesn't work half the time and it wants to update before I use it, so I have to just manually turn lights off 50% of the time."
2.02E+13,1.8,Philips Hue,mikeshafer,2.8.0,4,"The first Hue app was... ok. It did the job but the interface was so bad that third party apps came to the party. This one is way better so far. You can easily group lights into rooms and the interface to change lights is much smoother. 
I dock it one star because as I've had the new app for about fifteen minutes, I've had to run through the bridge update process three times which takes about two minutes each time. Hopefully this will get fixed soon. 
Alexa integration still works so I'm happy with that!"
2.02E+13,1.8,Philips Hue,TomKlaus,2.8.0,1,Veel betaald voor de Hue Lampen en dan zo'n waardeloze app! Hoe durven jullie Phillips! Jullie moeten je schamen! Hoe stel ik snel kleur en lichtsterkte in per lamp voor automatisch aangaan? Dit was eenvoudig te doen in de oude app. Waar is de alarm knop uit de oude app? Gebruiken de ontwikkelaars zelf ook Hue lampen?
2.02E+13,1.8,Philips Hue,JARL1974,2.8.0,1,"Hello Hue Developers
My iPad battery is being drained by this app since some days. IOs is reporting a 50% of consumption and the app is always closed."
2.02E+13,1.8,Philips Hue,Naturals,2.8.0,1,"As soon as i updated the app, nothing ever works properly. Come on philips, wtf. It worked fine for 3 years until this update. Pissing me off."
2.02E+13,1.8,Philips Hue,JustBob4Now,2.8.0,1,"Terrible app. It might add a couple of useful things, but it strips too much functionality from the old app. What's worse, I have scheduled events created in the old app that can't be edited in the new one, and the old app won't run anymore. I'm sure Philips will tell me to default the bridge and set up all 20+ lights again. I regret ever buying into their ecosystem."
2.02E+13,1.8,Philips Hue,damahala,2.8.0,1,"Almost nothing is working. 
- You can't login to your account. 
- You can't add new discovered light to a room which means you can't control it!!"
2.02E+13,1.8,Philips Hue,DodoMgc,2.8.0,1,"It took ages to support the 2nd generation app on the iPad and this is completely unreliable. According to the iPad stats it consumed 41% of my battery in the last seven days despite being on the screen for a few minutes. Plus the widget continuously freezes and you have to delete it and make a new one. Useful features like timers disappeared from the 1st generation. Philips, you can do better than this!"
2.02E+13,1.8,Philips Hue,Mikeb71,2.8.0,1,"Seems that the remote access feature is broken via the app. If I log into the Hue webpage and try to control my lights it works. Additionally, if I go into Apple's Home app I can happily control my lights while away from home, however, in the Hue app I just get the ""No Hue connection"". _"
2.02E+13,1.8,Philips Hue,m_diggity,2.8.0,1,"I can't have a scene that controls lights across multiple rooms ? The whole system is unresponsive now. I was happy with what we had. This upgrade has caused a complete mess. Routines is useless. Who goes to bed, wakes up, gets home at exactly the same time everyday? Scenes are so hard to get to now. So bad. Please update soon!"
2.02E+13,1.8,Philips Hue,Colombi9,2.8.0,4,Not sure why all the negative reviews for the app. Works just fine for me. There are other good apps too but I use this one everyday. Never any problems. Running IOS 10.2.1
2.02E+13,1.8,Philips Hue,OU Matt,2.8.0,1,"Please make this app user friendly, really is not an easy app to setup. 
Lights are great but app is by far the worst app on my iPhone.  Does anyone at Philips now what is going???"
2.02E+13,1.8,Philips Hue,Enick2002,2.8.0,1,In the suggested apps it is nearly impossible to close the window with the app displayed to return back to the menu. Consider how many people have hue lights I am shocked how terrible the app is. The way you could color pick all your lights to an image is nearly impossible. It does it by room.
2.02E+13,1.8,Philips Hue,patsfan32,2.8.0,1,You can't share your settings with someone else in your house
2.02E+13,1.8,Philips Hue,Tmckaz,2.8.0,1,"I hung on to the first version for as long as I could and earlier this week it stopped opening on my phone so I was forced to move to the ""upgrade"" - all of the intuitive functionality is gone and the app has reduced the functionality of the lights. Looking into purchasing a third party bridge so I can get my lights to work the way I want them to work!"
2.02E+13,1.8,Philips Hue,happyrobot,2.8.0,1,"Philips makes great electronics but any sort of app support doesn't seem to exist. 
Yes, the new interface is worlds better than the old app but the fact that syncing it with my Hue account doesn't download the dozen or so custom scenes I've saved seems ridiculous. Do I have to re-assign dimmers and buttons to these new scenes?
Re-installed almost year after my previous review (above) and holy moly. Are you kidding me? Who is the developer team on this project? Can I please come work there for a year or so and project manage this mess?
Every other Hue app can find my bridge, but this one can't and I have to manually enter the IP address. Strike one.
Creating scenes. Well, it's INSANE that the scenes from the previous app aren't supported here. Insane. But, ok. Let's give this one a try. Create a scene. Let's use a photo like in old app. Wait. You can't set individual lights to specific colors? You can only dim the lights and deal with whatever color the app RANDOMLY assigns to the bulb? 
YOU.  
HAVE. 
TO. 
BE. 
KIDDING ME. 
Strike two. 
Sweet Jesus. Philips. Get. It. Together."
2.02E+13,1.8,Philips Hue,HelmetHair,2.8.0,1,"This application is a huge disappointment. No support for sunset/sunrise times and the requirement of a Hue account to use Homekit is abusrd. The fact of the matter is I suggest to users to use Hue Pro on an Android device. This app is a joke. I usually never award just one star but this is one case the application deserves it. We're not talking about an indie developer here, rather a commerical entity who can't be bothered to produce decent software to compliment their hardware."
2.02E+13,1.8,Philips Hue,Danielntlions,2.8.0,2,"Why would you remove the Timer feature? It makes no sense to do so. Please add it back!
If you're forcing us to move to the new app because you won't support Gen 1, then please add useful features."
2.02E+13,1.8,Philips Hue,Hue Fanatic,2.8.0,1,Incredibly poor decision for the product team to have replaced the old app and essentially restrict users from using it. This 2.0 version seems to be written without any understanding of how the typical user would use it.  Setting timers and scenes and creating any real automation just not considered well here.  Investment would have been better focused on making the old app more usable and adding features rather than redesigning UX and calling that innovation.  Highly encourage the product team to reconsider.
2.02E+13,1.8,Philips Hue,katolotus,2.8.0,1,Moving to this version was a nightmare from the perfectly working previous version. Nothing transfers and new app set up is far from user friendly. Let's hope whoever design and whoever sign off this 'downgrade' doesn't get to go anywhere near the next version. Complete cluster f*ck _
2.02E+13,1.8,Philips Hue,MrsBA,2.8.0,1,"Bought a couple more Hue bulbs, to switch my bedroom from white to color.  Had to download new app to add them. Ugh!  Now no more real (animated scenes).  Had to purchase rainstorm and now that scene that I paid for has LESS OPTIONS?!?   Put my original two white bulbs. Had to delete and re- DL app to have the old lights recognized.  Now WHERE'S the storm scene I just paid for????
So much trouble using this app.   Makes me feel like a disconnected idiot.  YUCK!  Fix this quick, or bring back the old app. I deleted my old app... going to go see if its still available to me.  Very frustrating!"
2.02E+13,1.8,Philips Hue,Alex3775,2.8.0,1,This app is terrible. The only good thing about this app is the fact that the released it as a new app instead of an update so you can still use the old one.
2.02E+13,1.8,Philips Hue,Winnj1987,2.8.0,1,Seriously... give an option to decline an update or push it out!!! Now I have to wait 10 minutes to turn my lights off.
2.02E+13,1.8,Philips Hue,Cossno,2.8.0,4,"Pros:
* Looks nice
* when things are set up then it is good
Cons:
*Not intuitive at first
Suggestions
* have favorite tasks page for operations that we do often"
2.02E+13,1.8,Philips Hue,Lemeod,2.8.0,2,I hope all of the problems I'm having getting this app to function with Amazon Echo is because we are between versions.  When it functions it is great fun.  When it does not function it is very frustrating.
2.02E+13,1.8,Philips Hue,felipeassef,2.8.0,1,"Not even the basic stuff works properly. Every time I open the app it says ""out of home connection"", even though I'm connected to my house's wi-fi! And Philips calls this an upgrade. Unbelievable."
2.02E+13,1.8,Philips Hue,Ack5677,2.8.0,1,This update that was forced on all users is the shittiest thing ever. How the hell do I create new scenes now? What's wrong with philips?
2.02E+13,1.8,Philips Hue,rcmoot,2.8.0,1,"This may literally be the worst update I have ever received for an app. If I had not already invested so much money in the bulbs I would completely abandon the platform. It is non-intuitive and difficult to navigate. To any one considering buying these bulbs, I would reconsider if I were you."
2.02E+13,1.8,Philips Hue,pro48589,2.8.0,1,Wow.  Didn't think it could get worse than the original app but Philips sure has proven me wrong!
2.02E+13,1.8,Philips Hue,AdamHoward1,2.8.0,5,Not experienced any issues. App appears to work and fiction well. Used with both Hue bulbs and light switches
2.02E+13,1.8,Philips Hue,~Ej~,2.8.0,2,"The 1st gen app is much better, the gen 2 app is missing a lot of the original features. 1 I feel the best bit about the 1st gen app needs to be added to this version which is the random setting for lights to randomly come on either side of a specific time. 
(Also being able to switch off a light from widgets. Was better on 1st gen hence why I haven't deleted the app. Philips have gone backwards on improving its app). (Thanks for sorting Philips, that's a step up). :)"
2.02E+13,1.8,Philips Hue,Gogoturtle,2.8.0,1,"Come on Hue.  Bulbs are great, your apps far from it.  They have all really stunk."
2.02E+13,1.8,Philips Hue,jasonchristopher76,2.8.0,1,"The decision to discontinue support for the gen 1 app over the train wreck app that is gen 2 is beyond disappointing. With each ""improvement"" the app has gotten worse And worse. 
Congrats Phillips. I was contemplating replacing my gen 1 bulbs with gen 3. But after this announcement, I will be throwing them away and researching alternatives. 
Look at the rating and reviews for this app. Clearly it has issues and your development team should be fired. 
LISTEN TO YOUR CUSTOMERS"
2.02E+13,1.8,Philips Hue,Gekkonaut,2.8.0,1,"The first app was clumsy but fulfilled most people's use case. Now it's gone. This version only allows you to set scenes per room, which makes zero sense unless you're living in a studio apartment."
2.02E+13,1.8,Philips Hue,TheAsaMan,2.8.0,2,"The previous app, for me, was much much better... now it no longer works after the LAST update.  It will not launch!  So it appears I am stuck with this version.  Unless I erase 7 scenes I have created."
2.02E+13,1.8,Philips Hue,Jahabah,2.8.0,1,"I've been using this app with Hue color bulbs for over a year now. The bulbs themselves and the colors they can produce are wonderful. 
I always forced to update the app whenever a new app is available the after the update is released. This means that when I we are ready to go to bed and dim the lights, I'm forced to wait until the update completes before I'm able to control them. It is a great inconvenience when trying to get to sleep. Meanwhile I lay in bed with the lights on full brightness. This has remained unchanged since app release. As far as I know this is an issue for iOS. I'm not sure if Android users have experienced this. As soon as this is fixed I will upgrade my rating to four stars and write a proper review."
2.02E+13,1.8,Philips Hue,Hue enthusiast no more,2.8.0,1,The latest update has screwed up everything. No rooms work no scenes work bulbs are going on and off randomly.  There was no option not to update it comes up and forces you to update.  This was not tested and has made a mess of all the setups I have done.  I have ten rooms and 54 lights.  It is really unprofessional to force this on people and break people's setups and features.
2.02E+13,1.8,Philips Hue,Zypher23,2.8.0,1,"This second gen app is such a disappointment. I finally received notice that the first app no longer was going to be supported. So I switched over all my alarms to the new ""routines"". Well, low and behold, I just woke up and my lights were NOT on despite my wake up being set to turn on >30min ago. I checked my network and it's working, I checked Fing and it sees my Hue Bridge. I checked my app and I was able to manually turn on my lights. So what gives? Having the light turn on is critical to my routine. On top of all this, it doesn't even remember my last theme setting on my lights and keeps reverting to ""relax"" mode if I turn one on and off. I may have to go back to the unsupported app. Why make a new app and break every feature that made the old one great? And WHY is there even a second app? Why couldn't the first one just be updated or at least give the second a working import setting for the alarms. This is such BS! Make this thing work!!!"
2.02E+13,1.8,Philips Hue,cryptographrix,2.8.0,1,"Hue intentionally crashed their original app to try to get users over to this one.
This app is actually horrible, and since it's now obvious that we can't trust the Hue iOS developers not to abandon their user base, our lighting systems are now at the behest of their shifting industry.
Wasn't the promise of LED light to have lights that lasted longer and were better at being controlled?
This forced update just broke that promise for Hue."
2.02E+13,1.8,Philips Hue,Yas9in,2.8.0,2,"I'm afraid this app is just not reliable enough. After a day or two it will lose the bridge and there is literally no way of reconnecting. I was skeptical of other reviews describing this problem but I'm afraid it's true. If you're only just looking to buy the light bulbs, maybe don't. There is also no sort of customer care."
2.02E+13,1.8,Philips Hue,musikmusikmusik,2.8.0,1,Can't sign in to use the location services. Fails every time even though it says I entered the info in correctly.
2.02E+13,1.8,Philips Hue,Jim in PA,2.8.0,1,"The new app does not have a way to simply set lights to turn on at a certain time (w/o half an hour fade in) and turn off at a set time (w/o 15 minute fade out). You can set one ""routine"" to turn the lights on, and a second routine to turn them off. But if you turn the lights off before the second routine's time, that routine will turn your lights on at its set time. It's effing ridiculous that they couldn't sort this out, especially since the earlier app worked well, and given all the negative reviews they've gotten."
2.02E+13,1.8,Philips Hue,Mark2358,2.8.0,1,"I just spent $1,000 on hue lighting and was so disappointed to find how hard it was to group all lights in my apartment and create scenes. It only allows me to ""group"" lights by room, and you can only control 4 rooms at a time. 
I downloaded the Gen 1 app. So simple. So many more features. The Gen 1 app does everything I expected these lights to do, and this new app does nothing but complicate the few simple tasks it can do. 
Go back to the Gen 1 design please."
2.02E+13,1.8,Philips Hue,lanny.c,2.8.0,1,When this app can do all the things the Gen1 app can do. Then I'll consider using this version. Too many missing features.
2.02E+13,1.8,Philips Hue,fractal_h,2.8.0,1,"Philips now warns that the old app will no longer be updated, however the new one still barely works. May need to seek alternative."
2.02E+13,1.8,Philips Hue,Steve1240224,2.8.0,1,"I've never seen such an ""update"" become such a flop. I feel like 80% of the features I used from the first app are now gone in the second version of the app. Why are timers which start immediately no longer allowed WITHOUT setting an exact time for the ""routine"" to begin. I used to just hit one button for a 10-minute timer to fade the lights out as I go to sleep. Now I have to sift through a ton of screens, pick the fade out option, and then literally set a time (which is always now) to fade the lights out. I would think the time would not be required.  It's kind of self-explanatory - if I want to go to bed, I don't want to have to input what time I'm going to want the lights to fade out. I want them to start fading NOW!  Extremely disappointed with this ""update"" as are most of the other reviewers of this app. Here's an idea, Philips, when creating a new app, ask the people what they want. Do some research... :("
2.02E+13,1.8,Philips Hue,Kida04,2.8.0,1,"This version of the Hue app is terrible. First, the connectivity to my Hue Bridge is hit and miss. I can connect to the Bridge 9 of 10 times with the old app, but only about 4 of 10 with this app.
Second, it is much harder to customize your lights in this app, for some reason they figured you didn't want to be Adele to control individual lights in this version? What ever. I keep the old version on my tablet and phone so I can at least reliably turn the light off when it's time for bed.
DO NOT DELETE THE OLD APP!"
2.02E+13,1.8,Philips Hue,MellowYello,2.8.0,2,My bridge was working up until a few weeks ago. Now its lost connection. Tried a different/new bridge / new ethernet cable too. Still cant get it paired. Hope they come up with some new fix cuz im on the latest ios 10.2.1 and firmware update for Hue.
2.02E+13,1.8,Philips Hue,AngeloEvangelous,2.8.0,1,I have over 15 hue bulbs throughout the house & have had them when they first came out years ago. The new app doesn't give you the freedom to customize the colors the way you would be able to with the old app. I'm pretty bummed out that I'm forced to use the new app :/ just my opinion
2.02E+13,1.8,Philips Hue,T2i2m2bu,2.8.0,5,The app works now. The manufacturer needs to create some kind of tutorial on how to work it because it isn't intuitive.
2.02E+13,1.8,Philips Hue,Mailboxuser187,2.8.0,1,Used to be a decent app. This one constantly disconnects and is a complete pain to setup scenes. I have a lot of hue lights and hubs between my home and office. Very disappointed with this app.
2.02E+13,1.8,Philips Hue,i.togusa,2.8.0,1,"nice visual design, and i'm fine with the rooms & routines convention. but, without the ability to customize the color of my lights for any routine - eg. wake up, this app is unusable. if i could at least define my own scenes like in the old version, it would be usable."
2.02E+13,1.8,Philips Hue,Tony Hadwin,2.8.0,1,"Wished I'd looked at the app first before I spent so much on kit, the app is extremely poor in functionality.
Very basis control with ads for other more functionally rich apps, at a premium price, which then has further in app purchases.
Feel conned very disappointed."
2.02E+13,1.8,Philips Hue,IceIze5,2.8.0,1,Anyone beta test this? Can't connect to bridge. Non-starter.
2.02E+13,1.8,Philips Hue,Cowp,2.8.0,1,"The app represents a puzzling (infuriating!) downgrade from the original Hue application. The ""room"" framework remains incomplete and confusing -- my kitchen is adjacent to the family room, and when it's time to watch movies, I synchronize them both to a different palette; why make me pick different scenes? -- and the new interface is still a step back in terms of touch target size and how easy it is to perform repetitive tasks.
Come on. Please."
2.02E+13,1.8,Philips Hue,V. C. Gg345,2.8.0,1,"This new version, which is supposed to replace the old one, required that I press the button on the bridge. That's fine. It asked me to name the room _ that's fine. It lost every one of my presets. That's not fine. 
So I have gone back to using the old app. Even the old one now is partly more responsive, and partly far less responsive. 
Hue, what got into you?
I have never seen such a disconnect between the power of the hardware and its creative possibilities contrasted with such thoughtless programming of applications; not just this one. Each of the Hue apps I have tried uses a completely different strange paradigm to create groups and rooms and animations that require so much work on the part of the user.
Hue needs a new product management team that runs testing labs with people who have never seen Hue before and try to set up useful scenes and animations from scratch. Watch them as they struggle with such poorly thought-out elements of the enabling technology, and the applications and the settings and the local bridge, and the My Hue online interface to the bridge. The error messages are cryptic and bizarre."
2.02E+13,1.8,Philips Hue,IOnlyLikeGoodApps,2.8.0,2,"It's great that Hue allows you to create an online account, but to use the app across multiple devices or users is impossible. If there was a way to do this, the interface is so bad that no one can figure it out. An entire family should be able to easily login and change the colors using their own devices"
2.02E+13,1.8,Philips Hue,Zack/,2.8.0,1,I can't connect to the bridge anymore all of the sudden.  I press the button when it tells me and nothing happens.
2.02E+13,1.8,Philips Hue,jomo3000,2.8.0,1,"Worse than the old app, & that was dreadful.  If I'd known how bad the app was, I'd have thought again about buying the lights."
2.02E+13,1.8,Philips Hue,Nycvisitor,2.8.0,1,"The easy simplicity and much functionality has been removed from this ""upgraded"" hue app. If you still have the original don't delete it!"
2.02E+13,1.8,Philips Hue,only1kcm,2.8.0,1,"Interface is incredibly unintuitive. Stops working at random intervals; have to delete the app, reinstall and start again. Have found a better, cheaper option; when the bulbs finally die (and I expect they will in short order, given the cost) I'll delete this for the last time and not look back.
Expected better from Philips."
2.02E+13,1.8,Philips Hue,Computer 4,2.8.0,1,"This app is fine and dandy, but it lacks the ""all off"" switch on open that the old app had.  Also, my hue hub is right at the edge of its range, and the original app can reach it for some reason when this app and third party apps cannot.  The loss of this feature makes the process of going to bed very annoying as I have to go pull the hub as far as the cable will reach every week or so.  It really robs the system of any magic it once had for me.  Can you please un-break the old app or figure out why the old app can reach when the new app can't?"
2.02E+13,1.8,Philips Hue,Benjaminparisot,2.8.0,1,"Works well, when it works. Had few issues with my wifi and ended up having to erase and install the app multiple times because it wouldn't find the hub...
Update March 17:
That's the 5th time I have to reinstall this app. Please. Fix. Your. App."
2.02E+13,1.8,Philips Hue,Drshumes,2.8.0,1,New app. Worse interface. All prior scenes that took awhile to setup were erased. Can't combine lights into groupings within scenes now to make it easy to adjust color in groups. Or move them on a picture. If there was another good led light manufacturer I would stop buying these lights just because of how bad this app is.
2.02E+13,1.8,Philips Hue,PowerWizard,2.8.0,1,"I have Hue installed in 5 rooms and using the first generation app. That worked great. The new app totally destroyed my light scheme and time settings.  My entire Hue installation is now a $400 pile of useless junk! On one device using Hue Original I still can control my house. I can't get the new app configured to work. I need to recover the best lighting scheme I had on my updated apps but still can't.  We have been depending Hue 1 for the past few years; now it's gone!!!!  BRING BACK the original app.  Fire those developers who ever unleashed this app- stupid people, have ruined a good Phillips LED light source.  This is just unbelievably BAD.    :("
2.02E+13,1.8,Philips Hue,jefbak,2.8.0,1,I'm not going to jump through hoops to import scenes from the old app. Developers need to consider the user upgrade experience. Fix it.
2.02E+13,1.8,Philips Hue,Brodesaus,2.8.0,1,Does not recognise hub. Old app works perfectly. Waste of time.
2.02E+13,1.8,Philips Hue,Phaethor,2.8.0,1,It's really worst app. Every 2nd day's restart my wifi-router only for adequate work my home lamps! It's shame!!
2.02E+13,1.8,Philips Hue,Unnameddd,2.8.0,1,"I hate this new gen 2 hue app. I like the gen1 app and now philips is no longer supporting that and forcing us to ""move on""??
I have 25 hue bulbs and this crappy app makes it difficult to do what I want with them"
2.02E+13,1.8,Philips Hue,Paul Horne,2.8.0,1,"Literally one of the worst apps I've ever used on iOS.  Confusing, nonintuitive, seemingly designed by apes."
2.02E+13,1.8,Philips Hue,socalsoul,2.8.0,1,"This version of the Hue app is worse than the first version of the Hue app, and that is saying a lot. The first one had its quirks, but I was always able to connect my lights, set random on and off times, and actually control what I wanted. This new version makes me rely more on a manual switch than what Hue is designed for. 
It appears Phillips could not care more than two cents on reliability and adequate user interface with this new version. I would recommend finding a different company for Wi-Fi lighting such as Flux, Cree, or GE. Avoid this poor interface and reliability of a company."
2.02E+13,1.8,Philips Hue,Badappl3,2.8.0,1,"I like the 1st version where one can choose a picture, add all your lights and set it. This new app got rid of that and treats each light as it's own scene, why would anyone want to do that? The app forces you to add the same picture to each light and does not let you choose a picture to set your scene from a picture screen. If you do have a scene you can't save it for all your lights anymore. If you set up Siri, none of the custom pics are available, only the app defaults. Really horrible horrible.... horrible UI. What were you guys thinking?!"
2.02E+13,1.8,Philips Hue,Dclours,2.8.0,1,Why do people go backwards when developing a good interface?
2.02E+13,1.8,Philips Hue,Doecmort,2.8.0,1,"I've been trying to set up a new scene and I'm fumbling around. There is no rhyme or reason to the interface. If you can, stick with the old version."
2.02E+13,1.8,Philips Hue,osiris99999111,2.8.0,1,Why on earth would you update the app and implement less features? The old app was perfect. This version is symbolic of a bad trend: taking something great and over simplifying it for idiots. Glad I never deleted the old version.
2.02E+13,1.8,Philips Hue,adventurous one,2.8.0,1,"The new app appears to recognize my six hue lights, but is unable to control one of them, which the old app can still do."
2.02E+13,1.8,Philips Hue,DougFNJ,2.8.0,1,"Great job Phillips, the latest update on the old app does not allow it to launch anymore. I downloaded the new app and it will not connect to my Bridge. So now the whole reason I purchased this system for controlling with my phone is useless. Yay me!!"
2.02E+13,1.8,Philips Hue,Roseleaf red,2.8.0,1,"You can't make scenes that encompass lights from more than one ""room."" In the old app I had scenes that were room dependent and scenes that weren't; here, you can only group lights in one rigid way. Plus, if you've made a bunch of scenes in your v1 app, you can't import them. The new app is sleek in appearance but I'm very disappointed I can no longer use v1 because this one is a huge downgrade and total disappointment"
2.02E+13,1.8,Philips Hue,Rogerg32001,2.8.0,1,"Hue forced my phone to ""update"" to this new app, leaving the old app useless. Previous app allows one to mix lights, creat scenes, use more color. New app fails to provide such a freedom. This app needs mayor improvement and give us more freedom to do whatever we want with our lights. Give us your recommendation but do not limited the creation of scenes to only four rooms. In this case newer does not mean better. No stars for this app. I am force to rate, and therefore force to at lease give one start; but it deserves non. One star, just because I can not give it non."
2.02E+13,1.8,Philips Hue,Musik-Morten,2.8.0,1,"The old app was intuitive and flexible. It allowed you to set your lights according to your needs. 
This app is just bad. There is absolutely no flexibility and Philips has decided that I may not have more than 5 rooms in my house and certainly no more than a certain number of lights in each room. Geo fencing used to work - it doesn't any longer. When it does work it is kind of random which lights are turned on and which aren't. I can't decide to have certain lights turn on any longer to guide me into the house - I have to turn on the whole house at some random color and lux - or rather some of the house cause I cannot add more than a limited number of rooms which then has to turn on all lights - but some rooms need to stay dark - or I just have to combine rooms which kind of removes the whole idea of this Hue system. 
It's just bad bad bad - and bloody annoying caused it used to be both smart and easy to use."
2.02E+13,1.8,Philips Hue,Ardoc EM,2.8.0,1,"I had the previous version of this app which worked well and now I am forced to switch to the GEN2 app because the GEN1 app is not supported any more. Now I cannot use my previous scenes that took me a long time to fine tune. The app is not the least bit intuitive and I cannot even create scenes the same way as before!!
Wish I never bought HUE lights!!"
2.02E+13,1.8,Philips Hue,ben1001,2.8.0,4,"So Philips is really pushing people towards this new app but it still lacks a few important features from the first gen app: the ability to group lights by colour and adjust them as a group (without putting them in a room!) and timers. The new app supports alarms but not the ability to set a timed event (such as ""fade the lights to off over 15 minutes, for example)."
2.02E+13,1.8,Philips Hue,FunkadoodlekissmynoodleAllThePasswordsAreTaken,2.8.0,5,"We just upgraded our hue lightbulbs and I love the ease of use of the new software.  I love the scenes, and changing colors and saturation is absolutely intuitive.  I have to work on the computer all day and don't want to come home and have to be a tech geek in order to turn on the lights. But I do love the new added feature where I can see exactly the percentage of light that I have on, so if I have a light at 10%, I know to put it at 10% tomorrow if I want that. The scenes are great and it's easy to change them. Love it! Thank you!"
2.02E+13,1.8,Philips Hue,Fichtean,2.8.0,1,"This ''upgrade"" is so poor it makes me regret adopting the Hue system."
